,predictions
315,-10.088432312011719
316,-10.906704902648926
317,-10.088432312011719
318,-10.906704902648926
319,-10.906704902648926
320,-10.906704902648926
321,-10.906704902648926
322,-12.450836181640625
323,-10.088432312011719
324,-10.088432312011719
325,-11.626785278320312
326,-11.626785278320312
327,-11.626785278320312
328,-12.44505786895752
329,-11.626785278320312
330,-11.492825508117676
331,-11.626785278320312
332,-11.626785278320312
333,-10.088432312011719
334,-11.492825508117676
335,-10.088432312011719
336,-10.906704902648926
337,-10.906704902648926
338,-10.906704902648926
339,-10.088432312011719
340,-12.450836181640625
341,-10.082653999328613
342,-11.626785278320312
343,-10.906704902648926
344,-10.082653999328613
345,-10.088432312011719
346,-10.088432312011719
347,-10.088432312011719
348,-10.082653999328613
349,-10.906704902648926
350,-10.088432312011719
351,-10.082653999328613
352,-11.626785278320312
353,-10.088432312011719
354,-10.906704902648926
355,-12.006230354309082
356,-12.450836181640625
357,-10.906704902648926
358,-10.906704902648926
359,-12.006230354309082
360,-10.906704902648926
361,-10.906704902648926
362,-10.906704902648926
363,-10.906704902648926
364,-12.450836181640625
365,-12.140190124511719
366,-10.906704902648926
367,-10.906704902648926
368,-10.088432312011719
369,-11.626785278320312
370,-11.492825508117676
371,-10.082653999328613
372,-11.626785278320312
373,-11.626785278320312
374,-10.906704902648926
375,-10.906704902648926
376,-10.082653999328613
377,-11.626785278320312
378,-10.906704902648926
379,-10.906704902648926
380,-10.082653999328613
381,-10.088432312011719
382,-10.082653999328613
383,-10.088432312011719
384,-10.906704902648926
385,-10.906704902648926
386,-11.626785278320312
387,-12.44505786895752
388,-10.906704902648926
389,-10.906704902648926
390,-10.906704902648926
391,-10.906704902648926
392,-10.088432312011719
393,-10.088432312011719
394,-10.082653999328613
395,-10.082653999328613
396,-11.626785278320312
397,-10.906704902648926
398,-10.906704902648926
399,-10.082653999328613
400,-10.088432312011719
401,-11.626785278320312
402,-11.626785278320312
403,-10.088432312011719
404,-10.088432312011719
405,-10.906704902648926
406,-10.906704902648926
407,-10.906704902648926
408,-10.906704902648926
409,-10.906704902648926
410,-11.626785278320312
411,-12.140190124511719
412,-11.626785278320312
413,-11.626785278320312
414,-11.626785278320312
415,-11.626785278320312
416,-10.906704902648926
417,-10.906704902648926
418,-12.450836181640625
419,-12.450836181640625
420,-11.626785278320312
421,-10.906704902648926
422,-10.082653999328613
423,-10.906704902648926
424,-12.450836181640625
425,-10.088432312011719
426,-11.498603820800781
427,-10.088432312011719
428,-10.906704902648926
429,-10.90092658996582
430,-10.90092658996582
431,-12.450836181640625
432,-11.492825508117676
433,-12.44505786895752
434,-12.44505786895752
435,-12.450836181640625
436,-10.088432312011719
437,-10.088432312011719
438,-10.088432312011719
439,-10.906704902648926
440,-11.626785278320312
441,-10.088432312011719
442,-10.906704902648926
443,-11.626785278320312
444,-10.906704902648926
445,-11.626785278320312
446,-10.906704902648926
447,-12.450836181640625
448,-10.906704902648926
449,-10.906704902648926
450,-10.088432312011719
451,-12.450836181640625
452,-10.088432312011719
453,-11.492825508117676
454,-10.088432312011719
455,-10.088432312011719
456,-10.906704902648926
457,-10.088432312011719
458,-12.44505786895752
459,-11.626785278320312
460,-10.906704902648926
461,-10.906704902648926
462,-10.088432312011719
463,-12.311098098754883
464,-11.626785278320312
465,-10.906704902648926
466,-10.906704902648926
467,-11.492825508117676
468,-10.906704902648926
469,-12.44505786895752
470,-11.626785278320312
471,-11.626785278320312
472,-12.450836181640625
473,-10.088432312011719
474,-10.088432312011719
475,-10.088432312011719
476,-10.088432312011719
477,-10.906704902648926
478,-10.082653999328613
479,-10.088432312011719
480,-10.088432312011719
481,-10.088432312011719
482,-12.450836181640625
483,-12.450836181640625
484,-10.088432312011719
485,-12.450836181640625
486,-12.450836181640625
487,-10.906704902648926
488,-10.906704902648926
489,-12.450836181640625
490,-10.906704902648926
491,-10.906704902648926
492,-12.450836181640625
493,-11.626785278320312
494,-10.088432312011719
495,-10.906704902648926
496,-11.492825508117676
497,-10.088432312011719
498,-11.492825508117676
499,-10.088432312011719
500,-10.088432312011719
501,-10.082653999328613
502,-10.082653999328613
503,-10.906704902648926
504,-10.90092658996582
505,-10.90092658996582
506,-10.906704902648926
507,-10.906704902648926
508,-10.082653999328613
509,-10.082653999328613
510,-10.082653999328613
511,-10.088432312011719
512,-10.088432312011719
513,-10.088432312011719
514,-10.906704902648926
515,-12.450836181640625
516,-12.450836181640625
517,-11.492825508117676
518,-10.906704902648926
519,-11.492825508117676
520,-11.626785278320312
521,-10.906704902648926
522,-12.44505786895752
523,-10.906704902648926
524,-10.906704902648926
525,-11.626785278320312
526,-10.088432312011719
527,-10.906704902648926
528,-10.906704902648926
529,-12.44505786895752
530,-11.492825508117676
531,-10.90092658996582
532,-12.140190124511719
533,-10.906704902648926
534,-10.082653999328613
535,-10.906704902648926
536,-10.082653999328613
537,-10.088432312011719
538,-10.088432312011719
539,-10.088432312011719
540,-11.498603820800781
541,-10.088432312011719
542,-12.44505786895752
543,-10.906704902648926
544,-10.906704902648926
545,-12.44505786895752
546,-10.088432312011719
547,-10.906704902648926
548,-12.450836181640625
549,-11.492825508117676
550,-10.088432312011719
551,-10.906704902648926
552,-10.906704902648926
553,-11.626785278320312
554,-12.44505786895752
555,-10.906704902648926
556,-10.088432312011719
557,-10.082653999328613
558,-10.90092658996582
559,-12.44505786895752
560,-11.626785278320312
561,-11.626785278320312
562,-10.088432312011719
563,-10.90092658996582
564,-11.626785278320312
565,-10.906704902648926
566,-10.906704902648926
567,-10.088432312011719
568,-10.906704902648926
569,-10.088432312011719
570,-10.088432312011719
571,-11.498603820800781
572,-10.906704902648926
573,-10.906704902648926
574,-12.140190124511719
575,-10.906704902648926
576,-10.906704902648926
577,-11.626785278320312
578,-10.906704902648926
579,-10.906704902648926
580,-10.906704902648926
581,-10.906704902648926
582,-10.906704902648926
583,-10.082653999328613
584,-10.906704902648926
585,-10.906704902648926
586,-10.906704902648926
587,-10.906704902648926
588,-10.906704902648926
589,-10.906704902648926
590,-10.906704902648926
591,-10.906704902648926
592,-10.906704902648926
593,-10.906704902648926
594,-10.906704902648926
595,-10.906704902648926
596,-10.906704902648926
597,-10.906704902648926
598,-10.906704902648926
599,-10.906704902648926
600,-10.906704902648926
601,-10.088432312011719
602,-10.088432312011719
603,-10.906704902648926
604,-10.906704902648926
605,-12.44505786895752
606,-10.906704902648926
607,-11.626785278320312
608,-11.626785278320312
609,-11.492825508117676
610,-12.316876411437988
611,-10.088432312011719
612,-10.906704902648926
613,-12.44505786895752
614,-10.906704902648926
615,-10.906704902648926
616,-12.311098098754883
617,-10.906704902648926
618,-10.906704902648926
619,-12.44505786895752
620,-12.311098098754883
621,-11.626785278320312
622,-11.492825508117676
623,-11.492825508117676
624,-11.492825508117676
625,-10.906704902648926
626,-10.082653999328613
627,-10.082653999328613
628,-10.906704902648926
629,-12.450836181640625
630,-10.082653999328613
631,-11.626785278320312
632,-10.088432312011719
633,-10.088432312011719
634,-12.316876411437988
635,-10.906704902648926
636,-10.088432312011719
637,-12.44505786895752
638,-11.626785278320312
639,-10.906704902648926
640,-10.906704902648926
641,-10.088432312011719
642,-10.906704902648926
643,-10.906704902648926
644,-11.492825508117676
645,-11.492825508117676
646,-10.088432312011719
647,-10.088432312011719
648,-10.906704902648926
649,-10.088432312011719
650,-10.906704902648926
651,-10.906704902648926
652,-10.906704902648926
653,-10.906704902648926
654,-11.626785278320312
655,-11.626785278320312
656,-11.626785278320312
657,-11.492825508117676
658,-11.626785278320312
659,-10.088432312011719
660,-11.492825508117676
661,-11.626785278320312
662,-10.906704902648926
663,-12.44505786895752
664,-12.450836181640625
665,-12.44505786895752
666,-10.90092658996582
667,-10.90092658996582
668,-10.906704902648926
669,-10.088432312011719
670,-10.088432312011719
671,-10.906704902648926
672,-10.906704902648926
673,-10.088432312011719
674,-10.088432312011719
675,-12.450836181640625
676,-11.492825508117676
677,-11.492825508117676
678,-10.082653999328613
679,-10.906704902648926
680,-11.492825508117676
681,-11.492825508117676
682,-10.088432312011719
683,-10.088432312011719
684,-11.492825508117676
685,-11.626785278320312
686,-11.492825508117676
687,-11.626785278320312
688,-10.906704902648926
689,-11.492825508117676
690,-10.082653999328613
691,-10.088432312011719
692,-12.450836181640625
693,-10.088432312011719
694,-10.088432312011719
695,-12.44505786895752
696,-11.492825508117676
697,-12.44505786895752
698,-12.44505786895752
699,-12.450836181640625
700,-12.450836181640625
701,-10.90092658996582
702,-10.906704902648926
703,-10.906704902648926
704,-10.088432312011719
705,-10.088432312011719
706,-12.44505786895752
707,-10.906704902648926
708,-10.906704902648926
709,-10.906704902648926
710,-10.906704902648926
711,-10.906704902648926
712,-10.088432312011719
713,-10.90092658996582
714,-10.906704902648926
715,-12.450836181640625
716,-10.906704902648926
717,-10.906704902648926
718,-10.906704902648926
719,-10.088432312011719
720,-10.088432312011719
721,-10.906704902648926
722,-10.906704902648926
723,-10.082653999328613
724,-12.450836181640625
725,-10.088432312011719
726,-12.316876411437988
727,-10.906704902648926
728,-10.906704902648926
729,-12.316876411437988
730,-10.906704902648926
731,-10.082653999328613
732,-11.492825508117676
733,-10.088432312011719
734,-11.626785278320312
735,-10.906704902648926
736,-11.626785278320312
737,-10.088432312011719
738,-10.088432312011719
739,-10.088432312011719
740,-10.906704902648926
741,-10.906704902648926
742,-10.906704902648926
743,-10.906704902648926
744,-10.906704902648926
745,-12.450836181640625
746,-10.088432312011719
747,-10.088432312011719
748,-10.906704902648926
749,-11.492825508117676
750,-10.906704902648926
751,-10.906704902648926
752,-10.906704902648926
753,-10.906704902648926
754,-10.906704902648926
755,-10.906704902648926
756,-10.906704902648926
757,-10.906704902648926
758,-10.906704902648926
759,-10.906704902648926
760,-10.906704902648926
761,-10.906704902648926
762,-10.906704902648926
763,-10.906704902648926
764,-10.906704902648926
765,-11.492825508117676
766,-10.906704902648926
767,-10.088432312011719
768,-10.088432312011719
769,-10.088432312011719
770,-10.906704902648926
771,-10.906704902648926
772,-12.44505786895752
773,-10.906704902648926
774,-10.906704902648926
775,-12.450836181640625
776,-10.082653999328613
777,-11.626785278320312
778,-10.082653999328613
779,-10.088432312011719
780,-11.626785278320312
781,-10.082653999328613
782,-10.082653999328613
783,-10.088432312011719
784,-10.906704902648926
785,-11.626785278320312
786,-10.906704902648926
787,-11.626785278320312
788,-11.626785278320312
789,-12.44505786895752
790,-10.906704902648926
791,-12.316876411437988
792,-10.906704902648926
793,-10.906704902648926
794,-10.906704902648926
795,-10.088432312011719
796,-10.088432312011719
797,-10.088432312011719
798,-10.088432312011719
799,-10.906704902648926
800,-10.088432312011719
801,-10.088432312011719
802,-10.088432312011719
803,-12.450836181640625
804,-10.906704902648926
805,-10.088432312011719
806,-12.140190124511719
807,-10.088432312011719
808,-10.088432312011719
809,-11.626785278320312
810,-10.90092658996582
811,-10.906704902648926
812,-11.492825508117676
813,-11.626785278320312
814,-11.626785278320312
815,-11.626785278320312
816,-10.906704902648926
817,-10.906704902648926
818,-10.088432312011719
819,-10.906704902648926
820,-12.450836181640625
821,-10.906704902648926
822,-10.906704902648926
823,-10.906704902648926
824,-12.450836181640625
825,-10.906704902648926
826,-12.450836181640625
827,-12.44505786895752
828,-11.492825508117676
829,-11.626785278320312
830,-10.906704902648926
831,-11.626785278320312
832,-11.626785278320312
833,-10.906704902648926
834,-10.906704902648926
835,-11.626785278320312
836,-10.088432312011719
837,-10.088432312011719
838,-11.626785278320312
839,-10.088432312011719
840,-10.906704902648926
841,-10.906704902648926
842,-10.906704902648926
843,-11.492825508117676
844,-10.906704902648926
845,-11.492825508117676
846,-10.088432312011719
847,-10.088432312011719
848,-11.626785278320312
849,-11.626785278320312
850,-10.906704902648926
851,-12.44505786895752
852,-12.140190124511719
853,-12.450836181640625
854,-10.906704902648926
855,-12.450836181640625
856,-10.088432312011719
857,-10.906704902648926
858,-10.088432312011719
859,-10.088432312011719
860,-12.450836181640625
861,-11.492825508117676
862,-12.450836181640625
863,-12.450836181640625
864,-10.906704902648926
865,-10.906704902648926
866,-10.088432312011719
867,-10.088432312011719
868,-11.492825508117676
869,-12.450836181640625
870,-11.626785278320312
871,-10.082653999328613
872,-11.492825508117676
873,-12.44505786895752
874,-10.906704902648926
875,-12.44505786895752
876,-11.626785278320312
877,-10.906704902648926
878,-12.450836181640625
879,-10.906704902648926
880,-10.088432312011719
881,-10.088432312011719
882,-10.906704902648926
883,-10.088432312011719
884,-12.44505786895752
885,-10.088432312011719
886,-10.906704902648926
887,-10.906704902648926
888,-10.088432312011719
889,-11.626785278320312
890,-10.906704902648926
891,-10.906704902648926
892,-10.088432312011719
893,-11.626785278320312
894,-10.906704902648926
895,-10.906704902648926
896,-12.450836181640625
897,-10.906704902648926
898,-10.906704902648926
899,-10.906704902648926
900,-10.906704902648926
901,-10.906704902648926
902,-12.311098098754883
903,-10.906704902648926
904,-10.088432312011719
905,-10.088432312011719
906,-10.906704902648926
907,-10.088432312011719
908,-12.450836181640625
909,-10.906704902648926
910,-10.906704902648926
911,-10.906704902648926
912,MSE:1.0637924954222409
913,r2_Score:-0.6564816185335407
