,predictions
457,-10.355
458,-12.665
459,-12.665
460,-10.355
461,-10.355
462,-10.355
463,-12.665
464,-12.665
465,-10.355
466,-10.355
467,-12.665
468,-10.355
469,-12.665
470,-12.665
471,-12.665
472,-12.665
473,-10.355
474,-10.355
475,-10.355
476,-10.355
477,-10.355
478,-10.355
479,-10.355
480,-10.355
481,-10.355
482,-12.665
483,-12.665
484,-10.355
485,-12.665
486,-12.665
487,-10.355
488,-10.355
489,-12.665
490,-10.355
491,-10.355
492,-12.665
493,-12.665
494,-10.355
495,-10.355
496,-12.665
497,-10.355
498,-12.665
499,-10.355
500,-10.355
501,-10.355
502,-10.355
503,-10.355
504,-10.355
505,-10.355
506,-10.355
507,-10.355
508,-10.355
509,-10.355
510,-10.355
511,-10.355
512,-10.355
513,-10.355
514,-10.355
515,-12.665
516,-12.665
517,-12.665
518,-10.355
519,-12.665
520,-12.665
521,-10.355
522,-12.665
523,-10.355
524,-10.355
525,-12.665
526,-10.355
527,-10.355
528,-10.355
529,-12.665
530,-12.665
531,-10.355
532,-10.355
533,-10.355
534,-10.355
535,-10.355
536,-10.355
537,-10.355
538,-10.355
539,-10.355
540,-12.665
541,-10.355
542,-12.665
543,-10.355
544,-10.355
545,-12.665
546,-10.355
547,-10.355
548,-12.665
549,-12.665
550,-10.355
551,-10.355
552,-10.355
553,-12.665
554,-12.665
555,-10.355
556,-10.355
557,-10.355
558,-10.355
559,-12.665
560,-12.665
561,-12.665
562,-10.355
563,-10.355
564,-12.665
565,-10.355
566,-10.355
567,-10.355
568,-10.355
569,-10.355
570,-10.355
571,-12.665
572,-10.355
573,-10.355
574,-10.355
575,-10.355
576,-10.355
577,-12.665
578,-10.355
579,-10.355
580,-10.355
581,-10.355
582,-10.355
583,-10.355
584,-10.355
585,-10.355
586,-10.355
587,-10.355
588,-10.355
589,-10.355
590,-10.355
591,-10.355
592,-10.355
593,-10.355
594,-10.355
595,-10.355
596,-10.355
597,-10.355
598,-10.355
599,-10.355
600,-10.355
601,-10.355
602,-10.355
603,-10.355
604,-10.355
605,-12.665
606,-10.355
607,-12.665
608,-12.665
609,-12.665
610,-12.665
611,-10.355
612,-10.355
613,-12.665
614,-10.355
615,-10.355
616,-12.665
617,-10.355
618,-10.355
619,-12.665
620,-12.665
621,-12.665
622,-12.665
623,-12.665
624,-12.665
625,-10.355
626,-10.355
627,-10.355
628,-10.355
629,-12.665
630,-10.355
631,-12.665
632,-10.355
633,-10.355
634,-12.665
635,-10.355
636,-10.355
637,-12.665
638,-12.665
639,-10.355
640,-10.355
641,-10.355
642,-10.355
643,-10.355
644,-12.665
645,-12.665
646,-10.355
647,-10.355
648,-10.355
649,-10.355
650,-10.355
651,-10.355
652,-10.355
653,-10.355
654,-12.665
655,-12.665
656,-12.665
657,-12.665
658,-12.665
659,-10.355
660,-12.665
661,-12.665
662,-10.355
663,-12.665
664,-12.665
665,-12.665
666,-10.355
667,-10.355
668,-10.355
669,-10.355
670,-10.355
671,-10.355
672,-10.355
673,-10.355
674,-10.355
675,-12.665
676,-12.665
677,-12.665
678,-10.355
679,-10.355
680,-12.665
681,-12.665
682,-10.355
683,-10.355
684,-12.665
685,-12.665
686,-12.665
687,-12.665
688,-10.355
689,-12.665
690,-10.355
691,-10.355
692,-12.665
693,-10.355
694,-10.355
695,-12.665
696,-12.665
697,-12.665
698,-12.665
699,-12.665
700,-12.665
701,-10.355
702,-10.355
703,-10.355
704,-10.355
705,-10.355
706,-12.665
707,-10.355
708,-10.355
709,-10.355
710,-10.355
711,-10.355
712,-10.355
713,-10.355
714,-10.355
715,-12.665
716,-10.355
717,-10.355
718,-10.355
719,-10.355
720,-10.355
721,-10.355
722,-10.355
723,-10.355
724,-12.665
725,-10.355
726,-12.665
727,-10.355
728,-10.355
729,-12.665
730,-10.355
731,-10.355
732,-12.665
733,-10.355
734,-12.665
735,-10.355
736,-12.665
737,-10.355
738,-10.355
739,-10.355
740,-10.355
741,-10.355
742,-10.355
743,-10.355
744,-10.355
745,-12.665
746,-10.355
747,-10.355
748,-10.355
749,-12.665
750,-10.355
751,-10.355
752,-10.355
753,-10.355
754,-10.355
755,-10.355
756,-10.355
757,-10.355
758,-10.355
759,-10.355
760,-10.355
761,-10.355
762,-10.355
763,-10.355
764,-10.355
765,-12.665
766,-10.355
767,-10.355
768,-10.355
769,-10.355
770,-10.355
771,-10.355
772,-12.665
773,-10.355
774,-10.355
775,-12.665
776,-10.355
777,-12.665
778,-10.355
779,-10.355
780,-12.665
781,-10.355
782,-10.355
783,-10.355
784,-10.355
785,-12.665
786,-10.355
787,-12.665
788,-12.665
789,-12.665
790,-10.355
791,-12.665
792,-10.355
793,-10.355
794,-10.355
795,-10.355
796,-10.355
797,-10.355
798,-10.355
799,-10.355
800,-10.355
801,-10.355
802,-10.355
803,-12.665
804,-10.355
805,-10.355
806,-10.355
807,-10.355
808,-10.355
809,-12.665
810,-10.355
811,-10.355
812,-12.665
813,-12.665
814,-12.665
815,-12.665
816,-10.355
817,-10.355
818,-10.355
819,-10.355
820,-12.665
821,-10.355
822,-10.355
823,-10.355
824,-12.665
825,-10.355
826,-12.665
827,-12.665
828,-12.665
829,-12.665
830,-10.355
831,-12.665
832,-12.665
833,-10.355
834,-10.355
835,-12.665
836,-10.355
837,-10.355
838,-12.665
839,-10.355
840,-10.355
841,-10.355
842,-10.355
843,-12.665
844,-10.355
845,-12.665
846,-10.355
847,-10.355
848,-12.665
849,-12.665
850,-10.355
851,-12.665
852,-10.355
853,-12.665
854,-10.355
855,-12.665
856,-10.355
857,-10.355
858,-10.355
859,-10.355
860,-12.665
861,-12.665
862,-12.665
863,-12.665
864,-10.355
865,-10.355
866,-10.355
867,-10.355
868,-12.665
869,-12.665
870,-12.665
871,-10.355
872,-12.665
873,-12.665
874,-10.355
875,-12.665
876,-12.665
877,-10.355
878,-12.665
879,-10.355
880,-10.355
881,-10.355
882,-10.355
883,-10.355
884,-12.665
885,-10.355
886,-10.355
887,-10.355
888,-10.355
889,-12.665
890,-10.355
891,-10.355
892,-10.355
893,-12.665
894,-10.355
895,-10.355
896,-12.665
897,-10.355
898,-10.355
899,-10.355
900,-10.355
901,-10.355
902,-12.665
903,-10.355
904,-10.355
905,-10.355
906,-10.355
907,-10.355
908,-12.665
909,-10.355
910,-10.355
911,-10.355
912,MSE:1.390424999999999
913,r2_Score:-1.1650965431329765
